DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
CORDOBA,PUERTO LIBERTADOR,1423,2024,10,1829902,0,41,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,10,5351101,0,0,0,0,0,0,0,0
BOYACA,SAMACA,1423,2024,10,4492301,250,0,0,0,0,0,0,0
CAUCA,CALOTO (1),1423,2024,10,4492101,19,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,1475901,0,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,10,1731001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,3711001,0,0,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,10,5439004,0,0,0,0,0,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,10,2851101,6,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,3259101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,1472201,83,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,2465903,8,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,3432202,24,1,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,3141001,1,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,10,1841201,4,2,0,0,0,0,0,0
SANTANDER,BARICHARA,1423,2024,10,1475901,1,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,1471102,11,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,10,1841201,44,312,1,1,1,0,0,0
CUNDINAMARCA,LA VEGA,1423,2024,10,1682001,17,0,0,0,0,0,0,0
SANTANDER,LA BELLEZA,1423,2024,10,5711001,0,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,3932901,24,17,0,0,0,0,0,0
QUINDIO,QUIMBAYA,1423,2024,10,3108101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,1852101,127,76,0,0,0,0,0,0
SUCRE,PALMITO,1423,2024,10,3861001,23,7,0,0,0,0,0,0
N. DE SANTANDER,LA ESPERANZA,1423,2024,10,2012601,1,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,3161001,31,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,10,3329001,1,0,0,0,0,0,0,0
LA GUAJIRA,FONSECA,1423,2024,10,1620101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,3104001,96,1,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,2742001,0,0,0,0,0,0,0,0
ANTIOQUIA,PUERTO BERRIO,1423,2024,10,1472301,0,0,0,0,0,0,0,0
LA GUAJIRA,URIBIA,1423,2024,10,4492102,0,0,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,10,1631101,1,1,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,1475201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,2829201,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,1851301,8,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2829201,25,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,3322003,0,0,0,0,0,0,0,0
BOLIVAR,SANTA ROSA,1423,2024,10,2015001,0,0,0,0,0,0,0,0
HUILA,ALGECIRAS,1423,2024,10,2012701,0,0,0,0,0,0,0,0
RISARALDA,LA VIRGINIA,1423,2024,10,1661901,2,0,0,0,0,0,0,0
CESAR,EL COPEY,1423,2024,10,2014401,0,0,0,0,0,0,0,0
BOYACA,SAMACA,1423,2024,10,1841201,44,173,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,3259301,0,0,0,0,0,0,0,0
PUTUMAYO,SANTIAGO,1423,2024,10,2011301,1,1,0,0,0,0,0,0
CUNDINAMARCA,TENJO,1423,2024,10,1476101,7,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,2331201,2,0,0,0,0,0,0,0
HUILA,PALERMO,1423,2024,10,4031101,0,0,0,0,0,0,0,0
HUILA,TESALIA,1423,2024,10,3561101,1,0,0,0,0,0,0,0
TOLIMA,LIBANO,1423,2024,10,2012301,6,1,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,10,3110401,0,0,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,10,3869201,1,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,1477402,41,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,10,3110401,23,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,3202301,25,0,1,1,1,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,10,3265101,5,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,10,1477101,5,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,5243101,12,0,1,1,1,0,0,0
MAGDALENA,ARACATACA,1423,2024,10,4432101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,10,4432101,3,4,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,3151201,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,10,1561301,2,0,0,0,0,0,0,0
ANTIOQUIA,PUERTO TRIUNFO,1423,2024,10,2602001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,10,2521001,14,0,2,2,2,0,0,0
SUCRE,SAN JUAN DE BETULIA,1423,2024,10,3104001,8,0,0,0,0,0,0,0
CORDOBA,BUENAVISTA,1423,2024,10,1970001,4,0,0,0,0,0,0,0
CUNDINAMARCA,TOCANCIPA,1423,2024,10,5251201,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,3271201,0,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,3102001,11,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,10,1856001,0,2,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,5411101,316,16,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,10,1711001,1,0,0,0,0,0,0,0
CORDOBA,CIENAGA DE ORO,1423,2024,10,3721001,1,0,0,0,0,0,0,0
SANTANDER,LOS SANTOS,1423,2024,10,2014501,7,0,0,0,0,0,0,0
VICHADA,LA PRIMAVERA,1423,2024,10,3360001,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,10,1472901,2,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,10,1970001,8,1,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,3101201,0,0,0,0,0,0,0,0
CESAR,LA PAZ,1423,2024,10,1823001,8,24,0,0,0,0,0,0
HUILA,VILLAVIEJA,1423,2024,10,2014501,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,10,3331201,3,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,10,2131301,0,0,0,0,0,0,0,0
ANTIOQUIA,EL CARMEN DE VIBORAL,1423,2024,10,4329001,0,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,5439001,0,0,0,0,0,0,0,0
HUILA,GARZON,1423,2024,10,1476101,3,0,0,0,0,0,0,0
ATLANTICO,SABANALARGA,1423,2024,10,1649901,0,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,1841501,3,2,0,0,0,0,0,0
BOYACA,OICATA,1423,2024,10,2015001,4,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,10,3432202,3,0,0,0,0,0,0,0
CHOCO,RIOSUCIO (2),1423,2024,10,1841301,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHOACHI,1423,2024,10,3251101,0,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,5351301,0,0,0,0,0,0,0,0
CAQUETA,PUERTO RICO,1423,2024,10,2551101,4,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,4239501,0,1,0,0,0,0,0,0
CUNDINAMARCA,SAN FRANCISCO,1423,2024,10,2960901,1,0,0,0,0,0,0,0
ATLANTICO,BARANOA,1423,2024,10,2477401,7,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,2742001,0,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,5431202,0,7,0,0,0,0,0,0
NARIÑO,IPIALES,1423,2024,10,4492301,222,0,1,1,1,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,1855301,10,4,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,10,5422001,3,0,0,0,0,0,0,0
SANTANDER,SIMACOTA,1423,2024,10,3105101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,4101101,274,0,3,3,3,0,0,0
SANTANDER,BARBOSA,1423,2024,10,2551101,17,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,1454101,5,1,0,0,0,0,0,0
SANTANDER,BARBOSA,1423,2024,10,1464501,9,0,0,0,0,0,0,0
CESAR,RIO DE ORO,1423,2024,10,1949903,1,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,2102002,14,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,1841201,150,299,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,4429001,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHOCONTA,1423,2024,10,3522401,44,0,0,0,0,0,0,0
BOYACA,SAN LUIS DE GACENO,1423,2024,10,3432101,0,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,1941201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,1474201,1,0,0,0,0,0,0,0
CESAR,CURUMANI,1423,2024,10,3861001,0,11,0,0,0,0,0,0
BOLIVAR,MAGANGUE,1423,2024,10,2462001,14,0,0,0,0,0,0,0
TOLIMA,SAN LUIS,1423,2024,10,2014501,0,0,0,0,0,0,0,0
CUNDINAMARCA,BOJACA,1423,2024,10,5433002,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,1423,2024,10,1477402,15,0,0,0,0,0,0,0
CORDOBA,CHIMA (3),1423,2024,10,2851101,0,6,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,2451101,29,0,1,1,1,0,0,0
BOYACA,GARAGOA,1423,2024,10,2551101,3,0,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,10,5411101,6,0,0,0,0,0,0,0
ANTIOQUIA,VALDIVIA,1423,2024,10,2601001,1,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,1474101,8,1,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,1475201,120,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,10,2014102,0,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,1464101,1,0,0,0,0,0,0,0
LA GUAJIRA,DIBULLA,1423,2024,10,1471901,1,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,2471901,9,0,0,0,0,0,0,0
BOLIVAR,SANTA ROSA DEL SUR,1423,2024,10,1823001,4,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,3562101,0,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,3383001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,3453001,310,24,1,1,1,0,0,0
SUCRE,SINCELEJO,1423,2024,10,1472401,34,1,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,10,3152301,0,0,0,0,0,0,0,0
SANTANDER,LANDAZURI,1423,2024,10,3360001,1,25,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,1462003,29,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,1475301,2,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,3432202,63,50,0,0,0,0,0,0
CESAR,LA PAZ,1423,2024,10,1464501,1,0,0,0,0,0,0,0
ANTIOQUIA,VEGACHI,1423,2024,10,1855101,39,0,1,1,1,0,0,0
TOLIMA,CHAPARRAL,1423,2024,10,4452001,10,0,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,10,2855201,3,69,0,0,0,0,0,0
BOYACA,SOCHA,1423,2024,10,2952101,0,0,0,0,0,0,0,0
BOYACA,CUBARA,1423,2024,10,1823001,0,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,5242901,1,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,4531001,10,0,0,0,0,0,0,0
TOLIMA,PIEDRAS,1423,2024,10,5091001,0,0,0,0,0,0,0,0
SUCRE,LOS PALMITOS,1423,2024,10,5432201,0,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,10,2462001,2,0,0,0,0,0,0,0
HUILA,ALGECIRAS,1423,2024,10,2851101,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,5351102,1,2,0,0,0,0,0,0
ANTIOQUIA,CAUCASIA,1423,2024,10,1454101,218,1,1,1,1,0,0,0
HUILA,GARZON,1423,2024,10,5016101,0,0,0,0,0,0,0,0
NARIÑO,SAN PABLO,1423,2024,10,5431202,0,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,10,4432101,12,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,1841201,82546,111210,228,228,228,0,0,0
ARAUCA,ARAUCA,1423,2024,10,5351101,0,0,0,0,0,0,0,0
CUNDINAMARCA,TENA,1423,2024,10,1841201,39,93,0,0,0,0,0,0
META,RESTREPO,1423,2024,10,5411201,0,0,0,0,0,0,0,0
BOYACA,GARAGOA,1423,2024,10,2662101,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,2952901,4,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,5383001,1,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,4331101,2,0,0,0,0,0,0,0
SANTANDER,RIONEGRO,1423,2024,10,5081101,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,3170201,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,RESTREPO,1423,2024,10,1681001,2,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,3942001,11,0,1,1,1,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,1960201,2,0,0,0,0,0,0,0
CORDOBA,PURISIMA,1423,2024,10,2851101,147,1,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,1423,2024,10,2015001,5,0,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,10,2821101,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,5161001,41,10,0,0,0,0,0,0
CALDAS,VILLAMARIA,1423,2024,10,2851201,1,0,0,0,0,0,0,0
CUNDINAMARCA,GUASCA,1423,2024,10,2101101,2,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,10,1475501,2,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,10,2104001,52,0,0,0,0,0,0,0
SUCRE,SAN MARCOS,1423,2024,10,1970001,1,0,0,0,0,0,0,0
CESAR,AGUACHICA,1423,2024,10,1949903,0,0,0,0,0,0,0,0
CUNDINAMARCA,LENGUAZAQUE,1423,2024,10,3466101,26,0,1,1,1,0,0,0
CORDOBA,AYAPEL,1423,2024,10,2022002,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHOCONTA,1423,2024,10,1477301,16,0,0,0,0,0,0,0
NARIÑO,SANDONA,1423,2024,10,1464501,3,0,0,0,0,0,0,0
CASANARE,PORE,1423,2024,10,5711001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,2853001,18,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,4131301,15,2,0,0,0,0,0,0
CESAR,GAMARRA,1423,2024,10,2014101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,10,1620201,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,5411101,627,33,2,2,2,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,10,1466401,16,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,2012701,9,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,3932901,4,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,2170201,3,0,0,0,0,0,0,0
VAUPES,MITU,1423,2024,10,1661901,0,0,0,0,0,0,0,0
SAN ANDRES,PROVIDENCIA,1423,2024,10,1471101,38,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,10,1692001,22,1,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,1474101,74,5,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,1692001,163,1,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,10,2466301,6,0,0,0,0,0,0,0
BOYACA,MACANAL,1423,2024,10,3551101,3,0,0,0,0,0,0,0
SANTANDER,VILLANUEVA,1423,2024,10,1841201,34,81,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,2563001,0,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,3261001,0,0,0,0,0,0,0,0
CESAR,PAILITAS,1423,2024,10,1464101,1,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,2012102,3,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,1661201,0,0,0,0,0,0,0,0
CALDAS,ANSERMA,1423,2024,10,2012701,3,0,0,0,0,0,0,0
N. DE SANTANDER,SANTIAGO,1423,2024,10,1841201,24,91,0,0,0,0,0,0
BOYACA,NOBSA,1423,2024,10,2021001,0,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,1799001,4,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,10,1949901,1,0,0,0,0,0,0,0
BOYACA,AQUITANIA,1423,2024,10,2602001,23,0,0,0,0,0,0,0
SANTANDER,SAN GIL,1423,2024,10,2101101,5,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,10,4532001,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,3581101,22,0,0,0,0,0,0,0
ANTIOQUIA,SANTA ROSA DE OSOS,1423,2024,10,5072202,12,0,0,0,0,0,0,0
LA GUAJIRA,FONSECA,1423,2024,10,1464301,1,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,2662101,7,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,2951101,1,0,0,0,0,0,0,0
ANTIOQUIA,FREDONIA,1423,2024,10,3109001,1,0,0,0,0,0,0,0
NARIÑO,IPIALES,1423,2024,10,4522102,6,1,0,0,0,0,0,0
LA GUAJIRA,SAN JUAN DEL CESAR,1423,2024,10,3855901,29,0,1,1,1,0,0,0
PUTUMAYO,MOCOA,1423,2024,10,2014401,0,0,0,0,0,0,0,0
SANTANDER,MALAGA,1423,2024,10,1141001,0,0,0,0,0,0,0,0
TOLIMA,ESPINAL,1423,2024,10,5411101,19,21,0,0,0,0,0,0
CUNDINAMARCA,CAQUEZA,1423,2024,10,4475201,0,0,0,0,0,0,0,0
HUILA,GARZON,1423,2024,10,2471901,5,0,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,10,3561201,0,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,3222903,2,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,1731001,47,15,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,2014101,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,1841201,3551,1884,19,19,19,0,0,0
CASANARE,MONTERREY,1423,2024,10,5421002,3,0,0,0,0,0,0,0
CORDOBA,LORICA,1423,2024,10,5431202,11,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,2662101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,10,3711001,2,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,1970001,25,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,1423,2024,10,5439004,7,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,3108404,2,0,0,0,0,0,0,0
QUINDIO,PIJAO,1423,2024,10,2108101,1,0,0,0,0,0,0,0
CAUCA,PUERTO TEJADA,1423,2024,10,1841201,125,58,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,5072201,24,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,10,1952401,10,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,2461002,9,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,2108101,16,0,1,1,1,0,0,0
HUILA,GARZON,1423,2024,10,3561101,14,0,0,0,0,0,0,0
ANTIOQUIA,SANTA BARBARA,1423,2024,10,2466901,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,5433001,16,0,0,0,0,0,0,0
SANTANDER,SUAITA,1423,2024,10,1841201,39,95,0,0,0,0,0,0
CESAR,SAN ALBERTO,1423,2024,10,2960901,1,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,3453001,140,5,1,1,1,0,0,0
ANTIOQUIA,ZARAGOZA,1423,2024,10,1855101,0,0,0,0,0,0,0,0
ANTIOQUIA,URRAO,1423,2024,10,2462001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,5081201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,3108101,22,0,0,0,0,0,0,0
CALDAS,SUPIA,1423,2024,10,2862201,2,1,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,2152101,13,0,0,0,0,0,0,0
CALDAS,ANSERMA,1423,2024,10,2011401,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,5421001,651,18,3,3,3,0,0,0
SANTANDER,SAN VICENTE DE CHUCURI,1423,2024,10,2012701,3,1,0,0,0,0,0,0
CORDOBA,CHINU,1423,2024,10,4452001,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,5433002,0,0,0,0,0,0,0,0
NARIÑO,PUPIALES,1423,2024,10,2015001,0,0,0,0,0,0,0,0
CORDOBA,LORICA,1423,2024,10,3619001,2,0,0,0,0,0,0,0
ANTIOQUIA,ANGOSTURA,1423,2024,10,3473101,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,2101101,0,0,0,0,0,0,0,0
CORDOBA,TIERRALTA,1423,2024,10,3161001,0,0,0,0,0,0,0,0
CUNDINAMARCA,SUBACHOQUE,1423,2024,10,3473101,9,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,10,3475901,8,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,2952901,0,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,1620201,5,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,1466101,0,0,0,0,0,0,0,0
BOYACA,TUTA,1423,2024,10,1475201,0,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,10,4016101,0,0,0,0,0,0,0,0
ANTIOQUIA,JERICO,1423,2024,10,4492101,12,0,0,0,0,0,0,0
CUNDINAMARCA,SUTATAUSA,1423,2024,10,5421001,13,0,1,1,1,0,0,0
CORDOBA,CERETE,1423,2024,10,1462003,0,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,10,2014501,81,0,0,0,0,0,0,0
CAUCA,VILLA RICA,1423,2024,10,3360001,43,5,0,0,0,0,0,0
SANTANDER,CAPITANEJO,1423,2024,10,1881001,0,5,0,0,0,0,0,0
SANTANDER,LA PAZ,1423,2024,10,3360001,1,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,3325001,1,0,0,0,0,0,0,0
BOYACA,MIRAFLORES,1423,2024,10,4492301,1,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,10,3321001,3,0,0,0,0,0,0,0
ANTIOQUIA,EL CARMEN DE VIBORAL,1423,2024,10,3210001,0,0,0,0,0,0,0,0
CORDOBA,SAN BERNARDO DEL VIENTO,1423,2024,10,2466301,0,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,1620201,0,0,0,0,0,0,0,0
CESAR,ASTREA,1423,2024,10,1475902,3,0,0,0,0,0,0,0
CESAR,EL COPEY,1423,2024,10,5016101,0,0,0,0,0,0,0,0
LA GUAJIRA,BARRANCAS,1423,2024,10,2012601,8,0,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,10,1651101,6,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,5521001,0,0,0,0,0,0,0,0
PUTUMAYO,MOCOA,1423,2024,10,3561101,4,0,0,0,0,0,0,0
QUINDIO,CALARCA,1423,2024,10,1472201,2,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2561201,175,0,1,1,1,0,0,0
BOYACA,MIRAFLORES,1423,2024,10,2014401,1,0,0,0,0,0,0,0
TOLIMA,PALOCABILDO,1423,2024,10,1462003,2,0,0,0,0,0,0,0
QUINDIO,SALENTO,1423,2024,10,2012701,3,0,0,0,0,0,0,0
ANTIOQUIA,ANDES,1423,2024,10,1472401,3,0,0,0,0,0,0,0
PUTUMAYO,VALLE DEL GUAMUEZ,1423,2024,10,2014101,0,0,0,0,0,0,0,0
CALDAS,SUPIA,1423,2024,10,4466301,1,0,0,0,0,0,0,0
HUILA,YAGUARA,1423,2024,10,2014501,4,0,0,0,0,0,0,0
CESAR,LA PAZ,1423,2024,10,5411101,1,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,1582001,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,1854101,3,4,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,10,3012501,1,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,4031101,0,0,0,0,0,0,0,0
ANTIOQUIA,TARAZA,1423,2024,10,3473101,16,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,3105101,4,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,10,4492101,1,0,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,10,3453001,3,0,0,0,0,0,0,0
