DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
CUNDINAMARCA,MEDINA,1423,2024,10,2750001,0,0,0,0,0,0,0,0
ANTIOQUIA,PEÐOL,1423,2024,10,2016101,0,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,3561901,44,1,1,1,1,0,0,0
RISARALDA,SANTA ROSA DE CABAL,1423,2024,10,2601001,3,0,0,0,0,0,0,0
GUAINIA,INIRIDA,1423,2024,10,1721001,43,139,0,0,0,0,0,0
META,VISTAHERMOSA,1423,2024,10,1749001,1,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,3261001,16,2,0,0,0,0,0,0
NARIÑO,LA CRUZ,1423,2024,10,1131201,0,0,0,0,0,0,0,0
TOLIMA,CAJAMARCA,1423,2024,10,2011101,0,0,0,0,0,0,0,0
CAUCA,CAJIBIO,1423,2024,10,2853001,74,0,0,0,0,0,0,0
TOLIMA,LIBANO,1423,2024,10,2472101,0,0,0,0,0,0,0,0
BOYACA,FLORESTA,1423,2024,10,2862101,11,10,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,10,1841201,750,1305,3,3,3,0,0,0
CUNDINAMARCA,MACHETA,1423,2024,10,5052001,0,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,2015001,11,0,0,0,0,0,0,0
BOLIVAR,CORDOBA,1423,2024,10,2853001,0,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,10,1475301,0,0,0,0,0,0,0,0
LA GUAJIRA,ALBANIA,1423,2024,10,1620101,1,0,0,0,0,0,0,0
ANTIOQUIA,CIUDAD BOLIVAR,1423,2024,10,1855101,5,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONITA,1423,2024,10,3452001,3,0,0,0,0,0,0,0
CESAR,MANAURE,1423,2024,10,1462001,1,0,0,0,0,0,0,0
SANTANDER,SAN VICENTE DE CHUCURI,1423,2024,10,4522901,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,1464501,12,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,10,1462002,41,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,10,2773005,0,0,0,0,0,0,0,0
CORDOBA,PUERTO LIBERTADOR,1423,2024,10,2851101,29,1,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,10,2465301,0,0,0,0,0,0,0,0
NARIÑO,ALDANA,1423,2024,10,1841201,1,3,0,0,0,0,0,0
TOLIMA,LIBANO,1423,2024,10,2465301,2,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,1475301,3,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,3360001,8,1,0,0,0,0,0,0
CESAR,PAILITAS,1423,2024,10,1829902,0,1,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,5281904,0,0,0,0,0,0,0,0
CORDOBA,PLANETA RICA,1423,2024,10,3612001,1,0,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,10,2477401,1,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,10,1478101,0,0,0,0,0,0,0,0
NARIÑO,FRANCISCO PIZARRO,1423,2024,10,5711001,0,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,4181103,0,0,0,0,0,0,0,0
CAUCA,TIMBIQUI,1423,2024,10,1949903,0,0,0,0,0,0,0,0
MAGDALENA,EL RETEN,1423,2024,10,4103001,14,1,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,10,3161001,0,0,0,0,0,0,0,0
NARIÑO,PUPIALES,1423,2024,10,2475201,2,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,5522401,0,0,0,0,0,0,0,0
CALDAS,PACORA,1423,2024,10,5163001,0,0,0,0,0,0,0,0
ANTIOQUIA,EL CARMEN DE VIBORAL,1423,2024,10,2561201,0,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,4331201,0,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,1692001,81,0,0,0,0,0,0,0
LA GUAJIRA,FONSECA,1423,2024,10,2466301,4,0,0,0,0,0,0,0
BOLIVAR,TURBACO,1423,2024,10,5383001,0,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,1561301,72,1,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,1941201,2,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,1466301,9,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1841401,3,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,3282201,9,0,0,0,0,0,0,0
CUNDINAMARCA,GIRARDOT,1423,2024,10,3931101,1,1,0,0,0,0,0,0
TOLIMA,FRESNO,1423,2024,10,2015001,1,0,0,0,0,0,0,0
TOLIMA,COELLO,1423,2024,10,2012701,10,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,10,4466301,10,0,1,1,1,0,0,0
HUILA,GIGANTE,1423,2024,10,3551101,4,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,1423,2024,10,5411101,0,0,0,0,0,0,0,0
CALDAS,PALESTINA,1423,2024,10,3473101,0,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,10,2862201,3,0,0,0,0,0,0,0
SUCRE,EL ROBLE,1423,2024,10,1823001,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1661901,0,0,0,0,0,0,0,0
SANTANDER,CALIFORNIA,1423,2024,10,3108401,16,0,0,0,0,0,0,0
TOLIMA,PLANADAS,1423,2024,10,1823001,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,2952201,0,0,0,0,0,0,0,0
ATLANTICO,SANTO TOMAS,1423,2024,10,2471901,13,0,0,0,0,0,0,0
CAUCA,BUENOS AIRES,1423,2024,10,3242101,0,0,0,0,0,0,0,0
CESAR,SAN MARTIN,1423,2024,10,4812901,0,0,0,0,0,0,0,0
N. DE SANTANDER,EL ZULIA,1423,2024,10,2012601,51,0,1,1,1,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,10,3561901,9,0,0,0,0,0,0,0
CAQUETA,ALBANIA,1423,2024,10,2851101,0,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,5421001,15,2,0,0,0,0,0,0
TOLIMA,FRESNO,1423,2024,10,2472101,0,0,0,0,0,0,0,0
BOYACA,MONIQUIRA,1423,2024,10,3721001,2,0,0,0,0,0,0,0
NARIÑO,MOSQUERA,1423,2024,10,1477301,0,0,0,0,0,0,0,0
TOLIMA,MARIQUITA,1423,2024,10,1949902,44,0,0,0,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1423,2024,10,1464401,2,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,10,3932901,2,0,0,0,0,0,0,0
SANTANDER,FLORIAN,1423,2024,10,3473101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,1479901,0,0,0,0,0,0,0,0
CUNDINAMARCA,CUCUNUBA,1423,2024,10,3265106,2,0,0,0,0,0,0,0
ANTIOQUIA,SAN RAFAEL,1423,2024,10,1829902,0,1,0,0,0,0,0,0
CUNDINAMARCA,FOMEQUE,1423,2024,10,4492301,1,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,10,2014102,14,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,4411101,0,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,10,3521001,0,0,0,0,0,0,0,0
SANTANDER,PINCHOTE,1423,2024,10,2811001,1,0,0,0,0,0,0,0
TOLIMA,AMBALEMA,1423,2024,10,2024001,0,0,0,0,0,0,0,0
SUCRE,COVEÑAS,1423,2024,10,5421001,0,0,0,0,0,0,0,0
ANTIOQUIA,CACERES,1423,2024,10,5072201,13,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,2012601,17,3,1,1,1,0,0,0
SANTANDER,RIONEGRO,1423,2024,10,3104001,0,0,0,0,0,0,0,0
CUNDINAMARCA,TENJO,1423,2024,10,5016101,0,0,0,0,0,0,0,0
NARIÑO,IPIALES,1423,2024,10,3561101,42,0,0,0,0,0,0,0
CAUCA,GUAPI,1423,2024,10,3861001,13,3,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,2771001,227,1,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,3466101,5,0,0,0,0,0,0,0
ANTIOQUIA,SAN PEDRO,1423,2024,10,4492101,0,0,0,0,0,0,0,0
RISARALDA,LA VIRGINIA,1423,2024,10,1561301,1,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,10,4522901,4,0,0,0,0,0,0,0
CHOCO,CONDOTO,1423,2024,10,2101103,2,1,0,0,0,0,0,0
ANTIOQUIA,PEÐOL,1423,2024,10,1681001,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,1691001,18,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,1691001,93,7,0,0,0,0,0,0
ANTIOQUIA,NECOCLI,1423,2024,10,1477101,2,0,0,0,0,0,0,0
ANTIOQUIA,SABANALARGA,1423,2024,10,2014101,0,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,1423,2024,10,5433001,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,10,1970001,11,0,0,0,0,0,0,0
ANTIOQUIA,LA ESTRELLA,1423,2024,10,1472201,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,10,1829902,0,52,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,1731001,515,53,0,0,0,0,0,0
PUTUMAYO,LEGUIZAMO,1423,2024,10,4452001,2,0,0,0,0,0,0,0
SANTANDER,BARBOSA,1423,2024,10,2451101,1,0,0,0,0,0,0,0
META,SAN MARTIN,1423,2024,10,5081102,0,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,1477401,37,1,0,0,0,0,0,0
CUNDINAMARCA,EL COLEGIO,1423,2024,10,1949901,1,0,0,0,0,0,0,0
CESAR,ASTREA,1423,2024,10,1476101,0,0,0,0,0,0,0,0
NARIÑO,EL PEÑOL,1423,2024,10,2853001,0,0,0,0,0,0,0,0
BOYACA,ALMEIDA,1423,2024,10,1970001,2,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,4492301,2,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,3210001,4,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1472901,51,0,2,2,2,0,0,0
BOLIVAR,SAN PABLO,1423,2024,10,4016101,1,10,0,0,0,0,0,0
TOLIMA,AMBALEMA,1423,2024,10,3475201,0,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,5712001,0,0,0,0,0,0,0,0
MAGDALENA,TENERIFE,1423,2024,10,1829902,0,1,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,3131101,0,0,0,0,0,0,0,0
PUTUMAYO,LEGUIZAMO,1423,2024,10,1855101,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,10,2011302,7,0,0,0,0,0,0,0
BOLIVAR,SAN FERNANDO,1423,2024,10,2471901,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,3271201,11,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,5433002,18,0,0,0,0,0,0,0
BOYACA,CUBARA,1423,2024,10,1970001,0,0,0,0,0,0,0,0
CESAR,BECERRIL,1423,2024,10,1477301,12,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,1464201,4,0,0,0,0,0,0,0
CASANARE,AGUAZUL,1423,2024,10,4291001,0,0,0,0,0,0,0,0
ANTIOQUIA,BETULIA,1423,2024,10,1691001,1,0,0,0,0,0,0,0
ANTIOQUIA,VEGACHI,1423,2024,10,5421001,0,0,0,0,0,0,0,0
BOYACA,SOATA,1423,2024,10,4282504,5,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,2462001,12,0,0,0,0,0,0,0
CUNDINAMARCA,GUASCA,1423,2024,10,2015001,2,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,2750001,34,0,0,0,0,0,0,0
CASANARE,OROCUE,1423,2024,10,2771001,0,0,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,10,5081101,15,0,0,0,0,0,0,0
CASANARE,TRINIDAD,1423,2024,10,1823001,2,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,1949101,4,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,10,4492101,2,0,0,0,0,0,0,0
ANTIOQUIA,MUTATA,1423,2024,10,1462003,2,0,0,0,0,0,0,0
HUILA,IQUIRA,1423,2024,10,5411101,1,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,2202901,0,0,0,0,0,0,0,0
CORDOBA,SAN ANDRES SOTAVENTO (3),1423,2024,10,1949101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,4103001,1407,1,27,27,27,0,0,0
ANTIOQUIA,SABANETA,1423,2024,10,1477301,20,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,3141001,0,0,0,0,0,0,0,0
META,RESTREPO,1423,2024,10,1471901,46,0,2,2,2,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,1854101,0,0,0,0,0,0,0,0
LA GUAJIRA,EL MOLINO,1423,2024,10,2900201,0,0,0,0,0,0,0,0
CASANARE,MONTERREY,1423,2024,10,5331401,11,0,0,0,0,0,0,0
CAUCA,MIRANDA,1423,2024,10,4492101,0,0,0,0,0,0,0,0
ANTIOQUIA,TITIRIBI,1423,2024,10,1949101,6,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,10,4532001,0,0,0,0,0,0,0,0
BOYACA,MARIPI,1423,2024,10,1691001,2,0,0,0,0,0,0,0
CUNDINAMARCA,SESQUILE,1423,2024,10,4492102,7,0,0,0,0,0,0,0
ARAUCA,CRAVO NORTE,1423,2024,10,1477301,0,0,0,0,0,0,0,0
ANTIOQUIA,LA UNION,1423,2024,10,2012701,24,0,1,1,1,0,0,0
HUILA,GUADALUPE,1423,2024,10,1462001,4,0,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,10,1454101,4,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,2015001,516,2,4,4,4,0,0,0
HUILA,RIVERA,1423,2024,10,4475201,0,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,5812902,81,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,3562901,3,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,3383001,6,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,4466301,24,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,10,1475201,1,0,0,0,0,0,0,0
ANTIOQUIA,CAREPA,1423,2024,10,2472101,10,0,0,0,0,0,0,0
BOLIVAR,CLEMENCIA,1423,2024,10,2014401,1,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,3292001,140,1,0,0,0,0,0,0
BOYACA,VIRACACHA,1423,2024,10,2014102,0,0,0,0,0,0,0,0
ATLANTICO,PUERTO COLOMBIA,1423,2024,10,2951101,0,0,0,0,0,0,0,0
CAQUETA,PUERTO RICO,1423,2024,10,1949902,0,13,0,0,0,0,0,0
BOYACA,CERINZA,1423,2024,10,2851101,0,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,1461001,0,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,10,2462001,3,0,0,0,0,0,0,0
BOYACA,COPER,1423,2024,10,1970001,4,0,0,0,0,0,0,0
CUNDINAMARCA,GACHANCIPA,1423,2024,10,5439004,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,2170902,8,0,0,0,0,0,0,0
TOLIMA,MARIQUITA,1423,2024,10,1475901,4,0,0,0,0,0,0,0
CUNDINAMARCA,SESQUILE,1423,2024,10,1841501,2,21,0,0,0,0,0,0
CUNDINAMARCA,PUERTO SALGAR,1423,2024,10,2862101,12,0,0,0,0,0,0,0
ANTIOQUIA,ABRIAQUI,1423,2024,10,5072203,12,67,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2016201,75,17,1,1,1,0,0,0
CHOCO,EL CARMEN DE ATRATO,1423,2024,10,1462003,0,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,4812901,0,2,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,10,3360001,8,117,1,1,1,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,5433003,1,0,0,0,0,0,0,0
CASANARE,HATO COROZAL,1423,2024,10,3473101,4,0,0,0,0,0,0,0
CALDAS,RISARALDA,1423,2024,10,2563001,0,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,1423,2024,10,3461001,2,0,0,0,0,0,0,0
PUTUMAYO,MOCOA,1423,2024,10,3619001,8,0,0,0,0,0,0,0
ATLANTICO,SABANAGRANDE,1423,2024,10,4331201,0,0,0,0,0,0,0,0
BOYACA,PAYA,1423,2024,10,5429001,0,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,10,1476101,30,0,0,0,0,0,0,0
HUILA,CAMPOALEGRE,1423,2024,10,2472101,14,1,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,3931202,10,0,0,0,0,0,0,0
META,SAN MARTIN,1423,2024,10,2012601,126,0,1,1,1,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,1960201,0,0,0,0,0,0,0,0
CESAR,PUEBLO BELLO,1423,2024,10,1681001,0,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,2472101,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,5282201,7,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,3473101,142,1,0,0,0,0,0,0
ANTIOQUIA,CAREPA,1423,2024,10,2773005,0,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,2311002,4,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,3108904,2,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,5331201,16,1,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,10,3324001,12,1,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,3251101,11,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,1631101,1,0,0,0,0,0,0,0
CORDOBA,LORICA,1423,2024,10,1463101,21,1,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,10,5931201,0,0,0,0,0,0,0,0
ANTIOQUIA,MARINILLA,1423,2024,10,2466901,0,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,1474201,13,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,1472201,28,0,0,0,0,0,0,0
ANTIOQUIA,AMAGA,1423,2024,10,3561101,3,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,2721001,23,1,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,3562101,0,0,0,0,0,0,0,0
CASANARE,MONTERREY,1423,2024,10,2466301,2,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,10,3259201,1,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,1463101,9,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,1692001,48,1,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,1651101,7,0,0,0,0,0,0,0
NARIÑO,EL ROSARIO,1423,2024,10,3473101,0,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,3473101,10,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,1423,2024,10,5390001,1,0,0,0,0,0,0,0
HUILA,VILLAVIEJA,1423,2024,10,2016102,0,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,10,3453001,25,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,10,2472101,12,0,0,0,0,0,0,0
CUNDINAMARCA,ARBELAEZ,1423,2024,10,1477301,3,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,3942001,3,562,3,3,3,0,0,0
META,CABUYARO,1423,2024,10,4331101,0,0,0,0,0,0,0,0
N. DE SANTANDER,HACARI,1423,2024,10,3473101,0,0,0,0,0,0,0,0
CALDAS,MARMATO,1423,2024,10,1561301,0,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,2472301,97,0,2,2,2,0,0,0
NARIÑO,EL TAMBO,1423,2024,10,1462003,1,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,10,3861001,6,0,0,0,0,0,0,0
CUNDINAMARCA,CAPARRAPI,1423,2024,10,1841201,57,104,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,10,1464301,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,10,1477201,5,0,0,0,0,0,0,0
BOLIVAR,ACHI,1423,2024,10,1781001,109,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,2855201,6,449,1,1,1,0,0,0
HUILA,PITALITO,1423,2024,10,1462001,10,0,0,0,0,0,0,0
CASANARE,TRINIDAD,1423,2024,10,5091001,0,0,0,0,0,0,0,0
CESAR,PAILITAS,1423,2024,10,2851101,0,37,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,10,2851101,40,0,0,0,0,0,0,0
SANTANDER,PUENTE NACIONAL,1423,2024,10,1682001,8,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,1475301,9,0,0,0,0,0,0,0
LA GUAJIRA,DISTRACCION,1423,2024,10,1949901,1,0,0,0,0,0,0,0
META,SAN MARTIN,1423,2024,10,2012701,0,0,0,0,0,0,0,0
CORDOBA,SAN PELAYO,1423,2024,10,1841201,61,13,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,3152301,0,0,0,0,0,0,0,0
CAUCA,PUERTO TEJADA,1423,2024,10,5331201,0,0,0,0,0,0,0,0
CALDAS,SUPIA,1423,2024,10,1464201,1,0,0,0,0,0,0,0
META,PUERTO LOPEZ,1423,2024,10,1970001,21,0,1,1,1,0,0,0
CALDAS,PENSILVANIA,1423,2024,10,1477401,0,0,0,0,0,0,0,0
CORDOBA,MONTELIBANO (1),1423,2024,10,1731001,0,0,0,0,0,0,0,0
SANTANDER,SANTA BARBARA,1423,2024,10,2012701,0,3,0,0,0,0,0,0
VALLE DEL CAUCA,FLORIDA,1423,2024,10,3432201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,10,1711001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,3108201,14,0,1,1,1,0,0,0
CUNDINAMARCA,SILVANIA,1423,2024,10,1454101,2,0,0,0,0,0,0,0
CALDAS,LA DORADA,1423,2024,10,3104002,0,0,0,0,0,0,0,0
SANTANDER,CIMITARRA,1423,2024,10,5711001,11,0,0,0,0,0,0,0
CUNDINAMARCA,NARIÑO,1423,2024,10,1682001,3,0,0,0,0,0,0,0
N. DE SANTANDER,LABATECA,1423,2024,10,3360001,1,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,10,3522401,7,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,3931201,46,2,0,0,0,0,0,0
CAQUETA,EL DONCELLO,1423,2024,10,2960301,1,0,0,0,0,0,0,0
MAGDALENA,EL BANCO,1423,2024,10,2466301,6,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,5842302,11,0,0,0,0,0,0,0
ANTIOQUIA,PEÐOL,1423,2024,10,5251101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,1823001,9,0,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,10,2855201,0,26,1,1,1,0,0,0
SANTANDER,EL PLAYON,1423,2024,10,4161001,5,0,0,0,0,0,0,0
SUCRE,SAN MARCOS,1423,2024,10,2477401,3,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,10,5282401,6,0,0,0,0,0,0,0
ANTIOQUIA,SAN LUIS,1423,2024,10,3861001,30,62,2,2,2,0,0,0
ANTIOQUIA,CAUCASIA,1423,2024,10,5072901,0,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,10,1475201,2,0,0,0,0,0,0,0
BOYACA,IZA,1423,2024,10,1472902,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,2014502,87,0,1,1,1,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,4869901,104,10,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,3452001,2,2,0,0,0,0,0,0
CUNDINAMARCA,CAQUEZA,1423,2024,10,2551401,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,FLORIDA,1423,2024,10,4016101,4,0,0,0,0,0,0,0
SUCRE,SAN MARCOS,1423,2024,10,4532001,3,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,5081101,0,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,10,4960301,0,0,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,10,2466301,5,0,0,0,0,0,0,0
SANTANDER,MALAGA,1423,2024,10,2851101,50,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,2771001,3,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,4103002,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,2012101,7,0,0,0,0,0,0,0
CAUCA,LA VEGA,1423,2024,10,2851101,0,0,0,0,0,0,0,0
MAGDALENA,FUNDACION,1423,2024,10,4282901,4,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,10,5331201,120,0,1,1,1,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2014401,436,0,5,5,5,0,0,0
CUNDINAMARCA,LA PEÑA,1423,2024,10,3473101,2,0,0,0,0,0,0,0
ATLANTICO,MALAMBO,1423,2024,10,2139201,0,0,0,0,0,0,0,0
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,1423,2024,10,5421001,4,0,0,0,0,0,0,0
MAGDALENA,FUNDACION,1423,2024,10,2811001,0,0,0,0,0,0,0,0
SANTANDER,SAN GIL,1423,2024,10,4259901,0,0,0,0,0,0,0,0
CAUCA,MIRANDA,1423,2024,10,3169001,6,0,0,0,0,0,0,0
